priority,category,paper_id,set,why,verdict,verdict_reason,title_score,pages,doi,folder,title
2,E_IN_BOTH_SETS,5WZNN3F5,testing,same DOI as validation paper 32LERLVS - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,6,10.1186/s12913-019-4519-x,NIAID; NICHD,"Performance of family planning clinics in conducting recommended HIV counseling and testing in Mombasa County, Kenya: a cross-sectional study."
2,E_IN_BOTH_SETS,5XST2QLS,testing,same DOI as validation paper EBWFU9KS - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1111/josh.13448,NCATS; NICHD,Assessment of COVID-19 Messaging Strategies to Increase Testing for Students With Intellectual and Developmental Disabilities.
2,E_IN_BOTH_SETS,638GS4WW,testing,same DOI as validation paper 99MJ924A - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1002/cncr.32127,NIGMS; NIMH,"Prognostic accuracy of patients, caregivers, and oncologists in advanced cancer."
2,E_IN_BOTH_SETS,6A7TZZ7L,testing,same DOI as validation paper NCULGT7Q - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,16,10.1371/journal.pone.0273228,FIC; NIA; NIAID,Acceptability and feasibility of mobile phone-based ecological momentary assessment and intervention in Uganda: A pilot randomized controlled trial.
2,E_IN_BOTH_SETS,6AUXHCLQ,testing,same DOI as validation paper J2XGTHGE - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1093/tbm/ibaa113,NIDDK,"Evaluating a child care-based social marketing approach for improving children's diet and physical activity: results from the Healthy Me, Healthy We  cluster-randomized controlled trial."
2,E_IN_BOTH_SETS,6SQ7YL4X,testing,same DOI as validation paper U4546RAU - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.1289/ehp13225,FIC; NIEHS,Prenatal Household Air Pollution Exposure and Childhood Blood Pressure in Rural Ghana.
2,E_IN_BOTH_SETS,6TH7JZG3,testing,same DOI as validation paper BLWKH6C8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1186/s13012-021-01139-7,NIA; NIDA,Rationale and protocol for a cluster randomized pragmatic clinical trial testing behavioral economic implementation strategies to improve tobacco treatment rates  for cancer patients who smoke.
2,E_IN_BOTH_SETS,6W27JB54,testing,same DOI as validation paper 6XFGQN39 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1186/s13063-020-04463-3,NCATS,Enhanced care planning and clinical-community linkages versus usual care to address basic needs of patients with multiple chronic conditions: a  clinician-level randomized controlled trial.
2,E_IN_BOTH_SETS,7A7DGTFA,testing,same DOI as validation paper 6XSR8DVR - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1097/ta.0000000000003551,NCATS,Prehospital low titer group O whole blood is feasible and safe: Results of a prospective randomized pilot trial.
2,E_IN_BOTH_SETS,7AKBUICC,testing,same DOI as validation paper GJGVIKMM - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1037/hea0000853,NIA,Intervening on fear after acute cardiac events: Rationale and design of the INFORM randomized clinical trial.
2,E_IN_BOTH_SETS,7CGAHFHD,testing,same DOI as validation paper S89CIJ46 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.3390/nu16060805,NCATS,Effect of a Multicomponent Food Pantry Intervention in Client Subgroups.
2,E_IN_BOTH_SETS,7D4LSQQL,testing,same DOI as validation paper WPF7MUCV - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,2,10.1089/chi.2019.0142,NIDDK,Incorrect Analyses of Cluster-Randomized Trials that Do Not Take Clustering and Nesting into Account Likely Lead to p-Values that Are Too Small.
2,E_IN_BOTH_SETS,7FSI3RN9,testing,same DOI as validation paper E5W8I8AR - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1093/heapol/czad076,NIA,Can a private sector engagement intervention that prioritizes pro-poor strategies improve healthcare access and quality? A randomized field experiment in Kenya.
2,E_IN_BOTH_SETS,7HSKFB5R,testing,same DOI as validation paper UHLRHMGI - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,25,10.1146/annurev-publhealth-060222-014438,NCATS; NIDA; NIMH,Adaptive Designs in Implementation Science and Practice: Their Promise and the Need for Greater Understanding and Improved Communication.
2,E_IN_BOTH_SETS,7I5NGZXB,testing,same DOI as validation paper 26LDPI8G - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1186/s13012-023-01322-y,NIAID; NICHD,"Results of a cluster randomized trial testing the Systems Analysis and Improvement Approach to increase cervical cancer screening in family planning  clinics in Mombasa County, Kenya."
2,E_IN_BOTH_SETS,7KFKZX8A,testing,same DOI as validation paper 9G7ZMMY3 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1186/s12889-019-6443-8,NIDDK,A multilevel approach for promoting physical activity in rural communities: a cluster randomized controlled trial.
2,E_IN_BOTH_SETS,82SN3AXQ,testing,same DOI as validation paper YZ7GZ47B - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1177/0890117117696244,NIA; NICHD,"Effects of a Flexibility/Support Intervention on Work Performance: Evidence From the Work, Family, and Health Network."
2,E_IN_BOTH_SETS,82VGQ9L3,testing,same DOI as validation paper G4WN7HVX - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1016/j.jgo.2021.01.002,NIA,Poor patient health is associated with higher caregiver burden for older adults with advanced cancer.
2,E_IN_BOTH_SETS,88MUVGL7,testing,same DOI as validation paper Q2S96SJ9 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1016/j.cct.2022.106884,NCATS,Strategies to improve the recruitment and retention of underserved children and families in clinical trials: A case example of a school-supervised asthma therapy  pilot.
2,E_IN_BOTH_SETS,8G9N5B5B,testing,same DOI as validation paper SUANA8ET - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1186/s13063-019-4027-7,NCCIH,Moderators of the effectiveness of an intervention to increase colorectal cancer screening through mailed fecal immunochemical test kits: results from a pragmatic  randomized trial.
2,E_IN_BOTH_SETS,8QE3UFRY,testing,same DOI as validation paper KDH4XJIC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1186/s12882-020-02117-9,NIDDK,"Financial incentives versus standard of care to improve patient compliance with live kidney donor follow-up: protocol for a multi-center, parallel-group  randomized controlled trial."
2,E_IN_BOTH_SETS,8YQN99UA,testing,same DOI as validation paper YKCJ78UM - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1186/s13012-020-00988-y,NCATS,Study protocol: a cluster randomized trial to evaluate the effectiveness and implementation of onsite GeneXpert testing at community health centers in Uganda  (XPEL-TB).
2,E_IN_BOTH_SETS,96PZQHL7,testing,same DOI as validation paper 4HG9V6HL - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1007/s10865-021-00231-z,NIDDK,Psychological and behavioral pathways between perceived stress and weight change in a behavioral weight loss intervention.
2,E_IN_BOTH_SETS,96UKX43M,testing,same DOI as validation paper IDKFPWGH - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1007/s11121-019-01067-5,NCATS,A Cluster Randomized Trial of a Community-Based Intervention Among African-American Adults: Effects on Dietary and Physical Activity Outcomes.
2,E_IN_BOTH_SETS,9FSNPZT8,testing,same DOI as validation paper NQ4Y7FIA - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,19,10.1037/ocp0000104,NIA; NICHD,Caring for the elderly at work and home: Can a randomized organizational intervention improve psychological health?
2,E_IN_BOTH_SETS,9KXCEXY4,testing,same DOI as validation paper 8R8U6VMX - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,15,10.1016/j.amepre.2019.05.011,NIGMS,Cluster Randomized Trial for Hypertension Control: Effect on Lifestyles and Body Weight.
2,E_IN_BOTH_SETS,9RLPXJX2,testing,same DOI as validation paper MCKQDWYQ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1188/20.onf.228-240,NIA,Racial Differences in Pain Management for Patients Receiving Hospice Care.
2,E_IN_BOTH_SETS,9T7P8H5G,testing,same DOI as validation paper EAJAKXKC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,15,10.1002/pon.4710,NCATS,The ecology of patient and caregiver participation in consultations involving advanced cancer.
2,E_IN_BOTH_SETS,ABTDMI8L,testing,same DOI as validation paper ASUUZY3Z - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,22,10.1016/j.vaccine.2020.03.052,NIMHD,"HPV vaccine uptake among daughters of Latinx immigrant mothers: Findings from a cluster randomized controlled trial of a community-based, culturally relevant  intervention."
2,E_IN_BOTH_SETS,AD2GEB7Y,testing,same DOI as validation paper EEIQW8EX - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1001/jamainternmed.2020.0440,NIA,Effect of a Mammography Screening Decision Aid for Women 75 Years and Older: A Cluster Randomized Clinical Trial.
2,E_IN_BOTH_SETS,AL4NSSUI,testing,same DOI as validation paper UD8UUMUN - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.3122/jabfm.2022.220391r2,NIDDK,Does Clinical Decision Support Increase Appropriate Medication Prescribing for Cardiovascular Risk Reduction?
2,E_IN_BOTH_SETS,BNN69THV,testing,same DOI as validation paper DCYTWR4N - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1007/s11606-020-06096-3,NIAID,Impact of Clinical Decision Support on Antibiotic Prescribing for Acute Respiratory Infections: a Cluster Randomized Implementation Trial.
2,E_IN_BOTH_SETS,BVLEIZ2H,testing,same DOI as validation paper URUAWZAY - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1097/pcc.0000000000003368,NICHD,Survival With Favorable Neurologic Outcome and Quality of Cardiopulmonary Resuscitation Following In-Hospital Cardiac Arrest in Children With Cardiac  Disease Compared With Noncardiac Disease.
2,E_IN_BOTH_SETS,C69ZCY8Y,testing,same DOI as validation paper FCXQJYSP - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,5,10.1177/17407745231167123,NIMHD,Lessons learned from conducting the first cancer care delivery trial in the Alliance for Clinical Trials in Oncology (Alliance A191402CD).
2,E_IN_BOTH_SETS,CAYHBC44,testing,same DOI as validation paper YNAD85P3 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,7,10.1186/s13063-019-3284-9,NICHD,Use of a Geographic Information System to create treatment groups for group-randomized community trials: The Minnesota Heart Health Program.
2,E_IN_BOTH_SETS,CBXHYRH6,testing,same DOI as validation paper 8NC76BQP - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1111/jgs.15631,NCATS; NIA,Effect of Hospitalizations on Physical Activity Patterns in Mobility-Limited Older Adults.
2,E_IN_BOTH_SETS,CDNDDFVP,testing,same DOI as validation paper B9YG8GYQ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,16,10.3390/ijerph19095511,NIMHD; NINR,Sustainability via Active Garden Education: The Sustainability Action Plan Model and Process.
2,E_IN_BOTH_SETS,CEC5MDFZ,testing,same DOI as validation paper J4BU3EEE - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1177/0890117117699927,NINR,Leisure-Time Physical Activity and Characteristics of Social Network Support for Exercise Among Latinas.
2,E_IN_BOTH_SETS,CGFN57QZ,testing,same DOI as validation paper 8RFFGGMQ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.2105/ajph.2023.307413,NIA; NICHD,"Employee Cardiometabolic Risk Following a Cluster-Randomized Workplace Intervention From the Work, Family and Health Network, 2009-2013."
2,E_IN_BOTH_SETS,CLBTRHLY,testing,same DOI as validation paper A9KIMSNR - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1177/21501327211057643,NIDDK,Feasibility and Acceptability of a Type 2 Diabetes Prevention Intervention for Mothers and Children at a Federally Qualified Healthcare Center.
2,E_IN_BOTH_SETS,CLP2FY5Z,testing,same DOI as validation paper HA9IHJB6 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1016/j.jpainsymman.2020.02.005,NIA,Associations of Caregiver-Oncologist Discordance in Prognostic Understanding With Caregiver-Reported Therapeutic Alliance and Anxiety.
2,E_IN_BOTH_SETS,CM3Z8D7D,testing,same DOI as validation paper DEKG3YAI - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1158/1055-9965.epi-17-1085,NCATS,A Group Randomized Trial to Reduce Obesity among Appalachian Church Members: The Walk by Faith Study.
2,E_IN_BOTH_SETS,CSI9YBL2,testing,same DOI as validation paper LGEECHQM - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,25,10.1016/j.cct.2020.106162,NCATS,A mHealth intervention to preserve and promote ideal cardiovascular health in college students: Design and protocol of a cluster randomized controlled trial.
2,E_IN_BOTH_SETS,CZXHZ5F2,testing,same DOI as validation paper HFCRYZ8E - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1176/appi.ps.202000702,NIDDK; NIMH,Maintenance of Training Effects of Two Models for Implementing Evidence-Based Psychological Treatment.
2,E_IN_BOTH_SETS,DAWAUG53,testing,same DOI as validation paper WTLH8PPX - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1016/j.addbeh.2020.106726,NIDA,Implementation of a cluster randomized controlled trial: Identifying student peer leaders to lead E-cigarette interventions.
2,E_IN_BOTH_SETS,DCJKXL89,testing,same DOI as validation paper HI3CPFP8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1016/j.jgo.2019.12.011,NIA,Relationships of self-perceived age with geriatric assessment domains in older adults with cancer.
2,E_IN_BOTH_SETS,DH6IG7JY,testing,same DOI as validation paper HKJXZKTF - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1056/nejmoa1717250,NCATS,A Cluster-Randomized Trial of Blood-Pressure Reduction in Black Barbershops.
2,E_IN_BOTH_SETS,DVTPLYEC,testing,same DOI as validation paper ASTFEXJ3 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.18865/ed.decipher.18,NIA; NIDDK; NIMHD,Process of Engaging Community and Scientific Partners in the Development of the CIRCL-Chicago Study Protocol.
2,E_IN_BOTH_SETS,DZM6LTUC,testing,same DOI as validation paper 7MXH2IXG - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1002/pon.5895,NIA,The shared uncertainty experience of older adults with advanced cancer and their caregivers.
2,E_IN_BOTH_SETS,E2RXAAPX,testing,same DOI as validation paper CVNVFN8Y - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1097/qad.0000000000003099,NIAID; NICHD,Results of a cluster randomized trial testing the systems analysis and improvement approach to increase HIV testing in family planning clinics.
2,E_IN_BOTH_SETS,E3IREKY2,testing,same DOI as validation paper JSRXWSXE - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,6,10.1016/j.conctc.2021.100808,NCATS,Addressing cancer survivors' cardiovascular health using the automated heart health assessment (AH-HA) EHR tool: Initial protocol and modifications to address  COVID-19 challenges.
2,E_IN_BOTH_SETS,EHWZJTW2,testing,same DOI as validation paper KSSYVX7X - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1002/jia2.26195,NIAID; NIMH,A community-based dynamic choice model for HIV prevention improves PrEP and PEP coverage in rural Uganda and Kenya: a cluster randomized trial.
2,E_IN_BOTH_SETS,EMLAU9R2,testing,same DOI as validation paper 4TRC3UDD - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,20,10.1186/s13063-022-06581-6,NIDDK,Improving diabetic patients' adherence to treatment and prevention of cardiovascular disease (Office Guidelines Applied to Practice-IMPACT Study)-a  cluster randomized controlled effectiveness trial.
2,E_IN_BOTH_SETS,EMQMPLJ5,testing,same DOI as validation paper G78NBYUH - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1186/s13012-019-0916-0,NCATS; NIAID; NIDDK,Disseminating and implementing a lifestyle-based healthy weight program for mothers in a national organization: a study protocol for a cluster randomized  trial.
2,E_IN_BOTH_SETS,ENWUMAJ6,testing,same DOI as validation paper Y9EY4XQ8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1016/j.ahj.2022.10.003,NIMHD,"Reducing ethnic and racial disparities by improving undertreatment, control, and engagement in blood pressure management with health information technology  (REDUCE-BP) hybrid effectiveness-implementation pragmatic trial: Rationale and  design."
2,E_IN_BOTH_SETS,EXEBP353,testing,same DOI as validation paper 9J2SL67D - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1186/s13063-020-04917-8,FIC,Conquering hypertension in Vietnam-solutions at grassroots level: study protocol of a cluster randomized controlled trial.
2,E_IN_BOTH_SETS,FCNX4CVT,testing,same DOI as validation paper IWSKLNSK - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,23,10.1016/j.drugalcdep.2023.109873,NIDA,A randomized clinical trial testing two implementation strategies to promote the treatment of tobacco dependence in community mental healthcare.
2,E_IN_BOTH_SETS,FP3HZHGS,testing,same DOI as validation paper TZF282NC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1370/afm.2179,NIAID,Use of Asthma APGAR Tools in Primary Care Practices: A Cluster-Randomized Controlled Trial.
2,E_IN_BOTH_SETS,FUFP3JNL,testing,same DOI as validation paper L2VHUDMD - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1370/afm.2352,NIDDK,Visit Planning Using a Waiting Room Health IT Tool: The Aligning Patients and Providers Randomized Controlled Trial.
2,E_IN_BOTH_SETS,GE5YUEC5,testing,same DOI as validation paper C69UAKKB - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,30,10.1016/j.cct.2021.106519,NIA; NIDDK; NIMHD; NINDS,Using increased trust in medical researchers to increase minority recruitment: The RECRUIT cluster randomized clinical trial.
2,E_IN_BOTH_SETS,GI25UXDR,testing,same DOI as validation paper IXGWRWKV - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,16,10.1186/s13012-022-01242-3,NIAID; NICHD,"Assessing the sustainability of the Systems Analysis and Improvement Approach to increase HIV testing in family planning clinics in Mombasa, Kenya: results of a  cluster randomized trial."
2,E_IN_BOTH_SETS,GZB2QRQN,testing,same DOI as validation paper FPX2G3LA - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1136/bmjgh-2023-013282,FIC; NIDA; NIEHS,Examining local smoke-free coalitions in Armenia and Georgia: context and outcomes of a matched-pairs community-randomised controlled trial.
2,E_IN_BOTH_SETS,H2EMVC97,testing,same DOI as validation paper GYRIVJLS - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1186/s13063-023-07863-3,NCATS,Robotic versus Electromagnetic bronchoscopy for pulmonary LesIon AssessmeNT: the RELIANT pragmatic randomized trial.
2,E_IN_BOTH_SETS,HA58JB25,testing,same DOI as validation paper U9LEIXXF - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.1001/jamanetworkopen.2020.24596,NCATS,Clinical Effects of Balanced Crystalloids vs Saline in Adults With Diabetic Ketoacidosis: A Subgroup Analysis of Cluster Randomized Clinical Trials.
2,E_IN_BOTH_SETS,HNTHNNPQ,testing,same DOI as validation paper YCFJFHMC - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,96.0,17,10.1016/j.jand.2019.09.018,NIDDK,Contributions of Early Care and Education Programs to Diet Quality in Children Aged 3 to 4 Years in Central North Carolina.
2,E_IN_BOTH_SETS,HPMCVUYQ,testing,same DOI as validation paper FZB8IQSZ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,8,10.1016/j.jval.2018.06.003,NIGMS,Cost-Effectiveness of a Comprehensive Approach for Hypertension Control in Low-Income Settings in Argentina: Trial-Based Analysis of the Hypertension  Control Program in Argentina.
2,E_IN_BOTH_SETS,I7FXIK32,testing,same DOI as validation paper F9X8Z6SZ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1016/j.cct.2023.107266,NCATS,Increasing the adoption of evidence-based communication practices for HPV vaccination in primary care clinics: The HPV ECHO study protocol for a cluster  randomized controlled trial.
2,E_IN_BOTH_SETS,I7LYX39I,testing,same DOI as validation paper EH85EJ36 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,19,10.1016/j.numecd.2020.06.005,NIMHD,Reducing metabolic syndrome through a community-based lifestyle intervention in African American women.
2,E_IN_BOTH_SETS,I9DQXR3E,testing,same DOI as validation paper 5KIH2CZ8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,13,10.1186/s43058-020-00009-5,NIDA; NIMH,Improving the implementation and sustainment of evidence-based practices in community mental health organizations: a study protocol for a matched-pair  cluster randomized pilot study of the Collaborative Organizational Approach to  Selecting and Tailoring Implementation Strategies (COAST-IS).
2,E_IN_BOTH_SETS,IA8B39HJ,testing,same DOI as validation paper SFJI363E - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1016/j.clnesp.2023.04.020,NIDDK,The impact of avocado intake on anthropometric measures among Hispanic/Latino children and adolescents: A cluster randomized controlled trial.
2,E_IN_BOTH_SETS,IG5YG7VB,testing,same DOI as validation paper FGGJHPQ8 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,18,10.1200/jco.22.00738,NIA,Effects of a Geriatric Assessment Intervention on Patient-Reported Symptomatic Toxicity in Older Adults With Advanced Cancer.
2,E_IN_BOTH_SETS,IIM5LTHQ,testing,same DOI as validation paper 2BDG7GVP - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1016/j.jand.2018.12.007,NCATS,A Group Randomized Intervention Trial Increases Participation in the School Breakfast Program in 16 Rural High Schools in Minnesota.
2,E_IN_BOTH_SETS,IQDL72X9,testing,same DOI as validation paper 4ME98BI9 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,4,10.1093/ije/dyaa037,NCATS; NCCIH; NIDA,Commentary: Right truncation in cluster randomized trials can attenuate the power of a marginal analysis.
2,E_IN_BOTH_SETS,IW36FQM9,testing,same DOI as validation paper GK558E5R - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,22,10.1371/journal.pntd.0012157,NIAID; NIDDK; NIGMS,Influence of hydrometeorological risk factors on child diarrhea and enteropathogens in rural Bangladesh.
2,E_IN_BOTH_SETS,J6N8MZHS,testing,same DOI as validation paper F4KF42R4 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,12,10.1200/jco.23.00355,NIDA,Cluster Randomized Pragmatic Clinical Trial Testing Behavioral Economic Implementation Strategies to Improve Tobacco Treatment for Patients With Cancer  Who Smoke.
2,E_IN_BOTH_SETS,JKT92VFB,testing,same DOI as validation paper FI4T6J44 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,15,10.1016/j.diabres.2018.09.016,FIC; NIDDK,Cost-effectiveness of a faith-based lifestyle intervention for diabetes prevention among African Americans: A within-trial analysis.
2,E_IN_BOTH_SETS,JNM3WPH3,testing,same DOI as validation paper T3W2WZCX - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1186/s13063-021-05938-7,NIA,Social Mobile Approaches to Reducing Weight (SMART) 2.0: protocol of a randomized controlled trial among young adults in university settings.
2,E_IN_BOTH_SETS,JSTTSB8E,testing,same DOI as validation paper DFJE8ALD - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1186/s12966-022-01329-6,NIMHD,Two-year outcomes of Faith in Action/Fe en Acción: a randomized controlled trial of physical activity promotion in Latinas.
2,E_IN_BOTH_SETS,K3SDIB4E,testing,same DOI as validation paper WZJBF75Y - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,14,10.1186/s43058-022-00307-0,NIDDK; NIGMS,"Implementation fidelity, attitudes, and influence: a novel approach to classifying implementer behavior."
2,E_IN_BOTH_SETS,K6ICH5QI,testing,same DOI as validation paper C9R7RUUN - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1177/17407745231222018,NCATS; NIA,Hierarchical Bayesian modeling of heterogeneous outcome variance in cluster randomized trials.
2,E_IN_BOTH_SETS,KCFTBNXD,testing,same DOI as validation paper P3KQJM4H - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,3,10.2196/54090,NIDDK; NIGMS,Ambiguity in Statistical Analysis Methods and Nonconformity With Prespecified Commitment to Data Sharing in a Cluster Randomized Controlled Trial.
2,E_IN_BOTH_SETS,KHHFUXBI,testing,same DOI as validation paper 8NX9CDB5 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,30,10.1016/j.cct.2021.106448,NCATS,"The Head and Neck Survivorship Tool (HN-STAR) Trial (WF-1805CD): A protocol for a cluster-randomized, hybrid effectiveness-implementation, pragmatic trial to  improve the follow-up care of head and neck cancer survivors."
2,E_IN_BOTH_SETS,KVYE5RWF,testing,same DOI as validation paper NESLQUNP - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,17,10.1056/nejmoa1711584,NCATS; NIA; NIGMS,Balanced Crystalloids versus Saline in Critically Ill Adults.
2,E_IN_BOTH_SETS,L9QQZC55,testing,same DOI as validation paper FHVQQIX3 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,27,10.1016/j.ahj.2022.01.009,NCATS; NIMHD,"Community-based, cluster-randomized pilot trial of a cardiovascular mHealth intervention: Rationale, design, and baseline findings of the FAITH! Trial."
2,E_IN_BOTH_SETS,LGP8N6G6,testing,same DOI as validation paper WCA66X4I - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,33,10.1016/j.cct.2021.106271,NIDDK,Design and rationale of an intervention to improve cancer prevention using clinical decision support and shared decision making: A clinic-randomized trial.
2,E_IN_BOTH_SETS,LHEJ2FX5,testing,same DOI as validation paper IASMJG49 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,11,10.1186/s12875-023-02186-3,NIEHS,Adapting and implementing breast cancer follow-up in primary care: protocol for a mixed methods hybrid type 1 effectiveness-implementation cluster randomized  study.
2,E_IN_BOTH_SETS,LNHMBK89,testing,same DOI as validation paper 677HVIFJ - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1002/cncr.34062,NIMHD,Decision aids for localized prostate cancer in diverse minority men: Primary outcome results from a multicenter cancer care delivery trial (Alliance  A191402CD).
2,E_IN_BOTH_SETS,LNJRE9FB,testing,same DOI as validation paper Y5J6YZK2 - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,9,10.1093/tbm/ibad018,NCATS; NIDDK,Engaging diverse midlife and older adults in a multilevel participatory physical activity intervention: evaluating impacts using Ripple Effects Mapping.
2,E_IN_BOTH_SETS,LTKIP9MK,testing,same DOI as validation paper CWWSSM8V - label leakage if classified blind in the corpus,VERIFIED,DOI_MATCH,100.0,10,10.1016/j.jacc.2019.08.003,NIAID,Community Health Workers Improve Linkage to Hypertension Care in Western Kenya.
