paper_id,folder,folder_path,title,first_author,doi,pmid,pmcid,year,journal,attachment_key,md5,status,detail,warning,verdict,title_score,set,fetched_at
RKJANY3I,NCATS; NICHD; NIDDK,Boring Task / NCATS; Boring Task / NICHD; Boring Task / NIDDK,Infant Television Watching Predicts Toddler Television Watching in a Low-Income Population.,Hish,10.1016/j.acap.2020.11.002,33161116,PMC8096856,2021,Academic pediatrics,5XEJIV7W,b5227032eb16a4347a162e2abce69cb9,OK,downloaded,,,,testing,2026-08-06T22:21:36.977243+00:00
5XST2QLS,NCATS; NICHD,Boring Task / NCATS; Boring Task / NICHD,Assessment of COVID-19 Messaging Strategies to Increase Testing for Students With Intellectual and Developmental Disabilities.,Walsh,10.1111/josh.13448,38551064,PMC11088980,2024,The Journal of school health,QQQY2JKH,2f4f93f3bfd7797e98fd2749e565fe82,OK,downloaded,,,,testing,2026-08-06T22:21:37.456715+00:00
6VF8JJ2X,NCATS; NICHD,Boring Task / NCATS; Boring Task / NICHD,"Reopening schools safely and educating youth (ROSSEY) study: Protocol for a community-based, cluster randomized controlled trial.",Ramirez,10.1016/j.cct.2024.107480,38382823,PMC10960672,2024,Contemporary clinical trials,N2QB5AE6,f6ecb16f244c9916a96ac3b7164739d4,OK,downloaded,,,,testing,2026-08-06T22:21:37.972629+00:00
KXCHSFHC,NCATS; NICHD; NIDDK; NIMHD,Boring Task / NCATS; Boring Task / NICHD; Boring Task / NIDDK; Boring Task / NIMHD,Early Sweet Tooth: Juice Introduction During Early Infancy is Related to Toddler Juice Intake.,Kay,10.1016/j.acap.2023.04.009,37150479,PMC10592660,2023,Academic pediatrics,P4WPSHA5,606293f48cfa9ca2ce16849596ed8771,OK,downloaded,,,,testing,2026-08-06T22:21:38.438245+00:00
6JHI58QA,NCATS; NICHD; NIEHS,Boring Task / NCATS; Boring Task / NICHD; Boring Task / NIEHS,Helping individuals with firearm injuries: A cluster randomized trial.,Lyons,10.1097/ta.0000000000003056,33405475,PMC7979484,2021,The journal of trauma and acute care surgery,IGGQZSDX,813998a11c0153f52ee5f24c44822aad,OK,downloaded,,,,testing,2026-08-06T22:21:38.902309+00:00
I5M96653,NCATS; NICHD; NINR,Boring Task / NCATS; Boring Task / NICHD; Boring Task / NINR,Study protocol for the Mindful Moms Study: A randomized controlled trial evaluating a mindful movement intervention for marginalized pregnant people  experiencing depression.,Kinser,10.1016/j.cct.2023.107302,37500008,PMC10529983,2023,Contemporary clinical trials,IBECRZ3X,b1469472b64c5d26df080584ab582274,OK,downloaded,,,,testing,2026-08-06T22:21:39.381307+00:00
PE7QLEQX,NCATS; NICHD; NIDA,Boring Task / NCATS; Boring Task / NICHD; Boring Task / NIDA,Parent-Focused Sexual Abuse Prevention: Results From a Cluster Randomized Trial.,Guastaferro,10.1177/1077559520963870,33025835,PMC8024425,2022,Child maltreatment,KJ25QZ2M,8da4070a9ac0252f99b931483ee89c92,OK,downloaded,,,,testing,2026-08-06T22:21:39.891148+00:00
L7TKTSW2,NCATS; NICHD,Boring Task / NCATS; Boring Task / NICHD,Reading Aloud and Child Development: A Cluster-Randomized Trial in Brazil.,Weisleder,10.1542/peds.2017-0723,29284645,PMC5744270,2018,Pediatrics,42ZW3FZ7,8a960db313db4fd7c10cb9122c82637b,OK,downloaded,,,,testing,2026-08-06T22:21:40.369236+00:00
5NL55D4T,NCATS; NICHD,Boring Task / NCATS; Boring Task / NICHD,Umbilical cord milking in nonvigorous infants: a cluster-randomized crossover trial.,Katheria,10.1016/j.ajog.2022.08.015,35970202,PMC9877105,2023,American journal of obstetrics and gynecology,FFGH4BJS,961a5d97dbac1572063560a5cb05f591,OK,downloaded,,,,testing,2026-08-06T22:21:40.963277+00:00
2WCBD5J7,NCATS; NICHD,Boring Task / NCATS; Boring Task / NICHD,"Eat, Sleep, Console Approach or Usual Care for Neonatal Opioid Withdrawal.",Young,10.1056/nejmoa2214470,37125831,PMC10433732,2023,The New England journal of medicine,GM4EREQE,8cfe46b404e51a00cd4cc48b98fc6ae0,OK,downloaded,,,,testing,2026-08-06T22:21:41.513907+00:00
C374RXQG,NCATS; NIAMS,Boring Task / NCATS; Boring Task / NIAMS,Adverse Events and Resource Use Before and After Treat-to-Target in Rheumatoid Arthritis: A Post Hoc Analysis of a Randomized Controlled Trial.,Solomon,10.1002/acr.23755,30221841,PMC6421109,2019,Arthritis care & research,3UCI6X3I,39268f4840017dda81793872bdd551be,OK,downloaded,,,,testing,2026-08-06T22:21:42.041724+00:00
NXXPM842,NCATS; NIAMS,Boring Task / NCATS; Boring Task / NIAMS,Evaluating a web-based personalized decision report for total knee or hip replacement: Lessons learned from patients.,Pila,10.1111/jep.13887,37316454,PMC11210323,2023,Journal of evaluation in clinical practice,AWF54VU8,4c490221e44372c79379e7c16caa37c0,OK,downloaded,,,,testing,2026-08-06T22:21:42.588153+00:00
WAJQFQ3Z,NCATS; NIAMS,Boring Task / NCATS; Boring Task / NIAMS,Promoting physical activity via physical therapist following knee replacement: A pilot randomized controlled trial.,Pellegrini,10.1002/pmrj.12895,36106651,PMC11210327,2023,"PM & R : the journal of injury, function, and rehabilitation",KTV7TY93,9ea3aa50424537f9ca88ab9e2cfd6c6d,OK,downloaded,,,,testing,2026-08-06T22:21:43.124697+00:00
Z4NURJHV,NCATS; NIAMS; NIDA; NIMH; NIMHD,Boring Task / NCATS; Boring Task / NIAMS; Boring Task / NIDA; Boring Task / NIMH; Boring Task / NIMHD,Accounting for Context in Randomized Trials after Assignment.,Brown,10.1007/s11121-022-01426-9,36083435,PMC9461380,2022,Prevention science : the official journal of the Society for Prevention Research,MH9AANMG,0acbb188a260a6d56886aee115e4aeb4,OK,downloaded,"4 PDF attachments, picked highest priority: Full Text PDF; Full Text PDF; Full Text PDF; Full Text PDF",,,testing,2026-08-06T22:21:43.795133+00:00
NRWI3Y77,NCATS; NIAID; NICHD,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NICHD,Improving Tuberculosis Preventive Therapy Uptake: A Cluster-randomized Trial of Symptom-based Versus Tuberculin Skin Test-based Screening of Household  Tuberculosis Contacts Less Than 5 Years of Age.,Salazar-Austin,10.1093/cid/ciz436,31127284,PMC7146009,2020,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,TX5EH6TV,54e6f460108d2d03ce6691315325802a,OK,downloaded,,,,testing,2026-08-06T22:21:44.313601+00:00
H77NRAZS,NCATS; NIAID,Boring Task / NCATS; Boring Task / NIAID,Implementation Lessons Learned From the Benefits of Enhanced Terminal Room (BETR) Disinfection Study: Process and Perceptions of Enhanced Disinfection with  Ultraviolet Disinfection Devices.,Anderson,10.1017/ice.2017.268,29331170,PMC5935456,2018,Infection control and hospital epidemiology,5RIIW8NK,6929a0c753356d5d3fd933d7d8fd841e,OK,downloaded,,,,testing,2026-08-06T22:21:45.065611+00:00
EMQMPLJ5,NCATS; NIAID; NIDDK,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NIDDK,Disseminating and implementing a lifestyle-based healthy weight program for mothers in a national organization: a study protocol for a cluster randomized  trial.,Tabak,10.1186/s13012-019-0916-0,31238955,PMC6593605,2019,Implementation science : IS,5GGY7SZJ,09ea94f1d959232cb582282b82d5699e,OK,downloaded,,,,testing,2026-08-06T22:21:45.568025+00:00
BCB3DW2H,NCATS; NIAID; NIDA,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NIDA,Effect of Changing Electronic Health Record Opioid Analgesic Dispense Quantity Defaults on the Quantity Prescribed: A Cluster Randomized Clinical Trial.,Bachhuber,10.1001/jamanetworkopen.2021.7481,33885773,PMC8063068,2021,JAMA network open,Q6XPNPEA,3bccbbe46d7601857877ae507ec87a7d,OK,downloaded,,,,testing,2026-08-06T22:21:46.039611+00:00
MEWCCWRY,NCATS; NIAID,Boring Task / NCATS; Boring Task / NIAID,Incorporating systems-level stakeholder perspectives into the clinical trial design of school-supervised asthma therapy.,Trivedi,10.1016/j.cct.2021.106510,34280575,PMC8453113,2021,Contemporary clinical trials,V356MDUK,30ea5293eb964def643128d07e64a01e,OK,downloaded,,,,testing,2026-08-06T22:21:46.576049+00:00
BKS28DP7,NCATS; NIAID; NIGMS; NIMH,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NIGMS; Boring Task / NIMH,"Correlated depressive symptoms within seroconcordant, expectant partners living with HIV in Zambézia Province, Mozambique: a cross-sectional study.",Sack,10.1080/09540121.2022.2151558,36473205,PMC10241982,2023,AIDS care,F8LTH5P7,0841e443dc1ccdd8570805dbca062c26,OK,downloaded,,,,testing,2026-08-06T22:21:47.080740+00:00
47K5IY6H,NCATS; NIAID,Boring Task / NCATS; Boring Task / NIAID,Relationship between HIV viral suppression and multidrug resistant tuberculosis treatment outcomes.,Geiger,10.1371/journal.pgph.0002714,38709764,PMC11073678,2024,PLOS global public health,W4GLVXAS,d56f7b11784e44a45f8019bc55a6091e,OK,downloaded,"2 PDF attachments, picked highest priority: Full Text PDF; Full Text PDF",,,testing,2026-08-06T22:21:47.644138+00:00
KKDPLVEE,NCATS; NIAID; NIDA; NIMH,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NIDA; Boring Task / NIMH,Integrating HCV testing with HIV programs improves hepatitis C outcomes in people who inject drugs: A cluster-randomized trial.,Solomon,10.1016/j.jhep.2019.09.022,31604081,PMC7173404,2020,Journal of hepatology,BIZTGHJN,31a47acaea82584a2a6901974ae48f2e,OK,downloaded,,,,testing,2026-08-06T22:21:48.170788+00:00
893TLJGV,NCATS; NIAID; NIDA; NIMH,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NIDA; Boring Task / NIMH,Who can we reach and who can we keep? Predictors of intervention engagement and adherence in a cluster randomized controlled trial in South Africa.,Rabie,10.1186/s12889-020-8357-x,32106835,PMC7045524,2020,BMC public health,RIE5B47Q,ce6b513653bc1f1be514016023fbcd98,OK,downloaded,,,,testing,2026-08-06T22:21:48.731538+00:00
F6FWX8KR,NCATS; NIAID,Boring Task / NCATS; Boring Task / NIAID,Design of the Intervention to Reduce Early Peanut Allergy in Children (iREACH): A practice-based clinical trial.,Bilaver,10.1111/pai.14115,38566365,PMC11268822,2024,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology,HIK6ST72,75ac967bc50eabd1dd2cc84662093602,OK,downloaded,,,,testing,2026-08-06T22:21:49.229277+00:00
EIAXJXEU,NCATS; NIAID,Boring Task / NCATS; Boring Task / NIAID,Stopping Hospital Infections With Environmental Services (SHINE): A Cluster-randomized Trial of Intensive Monitoring Methods for Terminal Room  Cleaning on Rates of Multidrug-resistant Organisms in the Intensive Care Unit.,Ziegler,10.1093/cid/ciac070,35100614,PMC9525084,2022,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2ATENUID,81c3b00dca6ebbed2335068f0ff1b934,OK,downloaded,,,,testing,2026-08-06T22:21:49.795570+00:00
DBJHG8ID,NCATS; NIAID,Boring Task / NCATS; Boring Task / NIAID,Drinking water chlorination has minor effects on the intestinal flora and resistomes of Bangladeshi children.,Nadimpalli,10.1038/s41564-022-01101-3,35422497,PMC9249080,2022,Nature microbiology,9MB8Z5ZD,5b5287dcbce2b839d1873ffbcba655ce,OK,downloaded,,,,testing,2026-08-06T22:21:50.309387+00:00
7LYGSSK9,NCATS; NIAID; NIMH,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NIMH,The effect of supervision on community health workers' effectiveness with households in rural South Africa: A cluster randomized controlled trial.,Rotheram-Borus,10.1371/journal.pmed.1004170,36862754,PMC9980736,2023,PLoS medicine,F2E2WX5J,7d6f16b82375b4b0fc2f10f494c5dfc3,OK,downloaded,,,,testing,2026-08-06T22:21:51.080830+00:00
GW43X77W,NCATS; NIAID; NINR,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NINR,Exploring HIV disease indicators at MDR-TB treatment initiation in South Africa.,Geiger,10.5588/ijtld.23.0242,38178293,PMC10915896,2024,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,UJKFPKGG,48e48e0cae90d6a9618f858487e7c346,OK,downloaded,,,,testing,2026-08-06T22:21:51.592043+00:00
YEGAVXIH,NCATS; NIAID; NIDA,Boring Task / NCATS; Boring Task / NIAID; Boring Task / NIDA,Reducing Opioid Analgesic Prescribing in Dentistry Through Prescribing Defaults: A Cluster-Randomized Controlled Trial.,Bachhuber,10.1093/pm/pnac106,35792881,PMC9825153,2023,"Pain medicine (Malden, Mass.)",IEP53IFR,0a46b746db7ead045fcc2b20c7386c3a,OK,downloaded,,,,testing,2026-08-06T22:21:52.064963+00:00
5VTZH4XF,NCATS; NIAAA; NIAID; NIMH,Boring Task / NCATS; Boring Task / NIAAA; Boring Task / NIAID; Boring Task / NIMH,Maternal HIV does not affect resiliency among uninfected/HIV exposed South African children from birth to 5 years of age.,Rotheram-Borus,10.1097/qad.0000000000002176,31397718,PMC6870979,2019,"AIDS (London, England)",H7F7J4NQ,6261a2a48c98e2439df56f4958bc4483,OK,downloaded,,,,testing,2026-08-06T22:21:52.604246+00:00
DHM24KUP,NCATS; NIAAA; NIAID; NIMH,Boring Task / NCATS; Boring Task / NIAAA; Boring Task / NIAID; Boring Task / NIMH,Intimate Partner Violence and Food Insecurity Predict Early Behavior Problems Among South African Children over 5-years Post-Birth.,Hayati Rezvan,10.1007/s10578-020-01025-1,32683574,PMC8366756,2021,Child psychiatry and human development,XB3XG5UQ,9a8f191d8b88f6b9b6bda5d2144e7c75,OK,downloaded,,,,testing,2026-08-06T22:21:53.055459+00:00
E6UBBT62,NCATS; NIAAA,Boring Task / NCATS; Boring Task / NIAAA,"Implementing an EMR-Based Referral for Smoking Quitline Services with Additional Provider Education, a Cluster-Randomized Trial.",Wadlin,10.1007/s11606-021-07275-6,35260960,PMC9360303,2022,Journal of general internal medicine,4QBZJFZX,742309b6e8657a4567e89142ba04c8fa,OK,downloaded,,,,testing,2026-08-06T22:21:53.591592+00:00
DPWU5QBU,NCATS; NIAAA; NIDA,Boring Task / NCATS; Boring Task / NIAAA; Boring Task / NIDA,Utilizing Soccer for Delivery of HIV and Substance Use Prevention for Young South African Men: 6-Month Outcomes of a Cluster Randomized Controlled Trial.,Rabie,10.1007/s10461-022-03819-x,36380117,PMC9944297,2023,AIDS and behavior,VEBMZ5LN,8b5a57305880173db9027b7c016674b0,OK,downloaded,,,,testing,2026-08-06T22:21:54.112493+00:00
U2EYTRVS,NCATS; NIAAA; NIAID; NIMH,Boring Task / NCATS; Boring Task / NIAAA; Boring Task / NIAID; Boring Task / NIMH,"Maternal depression, alcohol use, and transient effects of perinatal paraprofessional home visiting in South Africa: Eight-year follow-up of a cluster  randomized controlled trial.",Rotheram-Borus,10.1016/j.socscimed.2023.115853,37001280,PMC10121853,2023,Social science & medicine (1982),ZY9AEHX9,72ddcf0a6467acf556f7c77e84e8f39b,OK,downloaded,,,,testing,2026-08-06T22:21:54.615568+00:00
XWGJZU3Y,NCATS; NIAAA; NICHD; NIMHD,Boring Task / NCATS; Boring Task / NIAAA; Boring Task / NICHD; Boring Task / NIMHD,"Reproductive coercion in college health clinic patients: Risk factors, care seeking and perpetration.",Grace,10.1111/jan.15207,35362185,PMC9525448,2023,Journal of advanced nursing,ULYVNPKY,84a8290caad19959298d2afe18ba2e3f,OK,downloaded,,,,testing,2026-08-06T22:21:55.196123+00:00
3BDHTNBA,NCATS; NIAAA; NIMHD,Boring Task / NCATS; Boring Task / NIAAA; Boring Task / NIMHD,Universal Sexual Violence Intervention Effects in a Cluster-Randomized Trial: Moderation by Sexual Orientation.,Coulter,10.1177/08862605241253031,38761368,PMC11570699,2025,Journal of interpersonal violence,8MZYM9JA,87bd31fe8ddf1b3cd16f5eb1d6a9dfee,OK,downloaded,,,,testing,2026-08-06T22:21:55.737559+00:00
XW7ZSTNI,NCATS; NIAAA; NICHD,Boring Task / NCATS; Boring Task / NIAAA; Boring Task / NICHD,Cluster Randomized Trial of a College Health Center Sexual Violence Intervention.,Miller,10.1016/j.amepre.2020.02.007,32362510,PMC7360347,2020,American journal of preventive medicine,R68BXA3B,37ba5d92d8658c72f840401ba805a4ef,OK,downloaded,,,,testing,2026-08-06T22:21:56.285898+00:00
DMXVVNZX,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Effectiveness of Shared Decision-making for Diabetes Prevention: 12-Month Results from the Prediabetes Informed Decision and Education (PRIDE) Trial.,Moin,10.1007/s11606-019-05238-6,31471729,PMC6848409,2019,Journal of general internal medicine,DK8ZECF9,6de6b5f1dc269a2ca844dce51a03468b,OK,downloaded,,,,testing,2026-08-06T22:21:56.786885+00:00
L2WZF7QK,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,A Community Choir Intervention to Promote Well-Being Among Diverse Older Adults: Results From the Community of Voices Trial.,Johnson,10.1093/geronb/gby132,30412233,PMC7328053,2020,"The journals of gerontology. Series B, Psychological sciences and social sciences",N7UF2FFR,87c460608f0c89ee3c5173c10d2376c3,OK,downloaded,,,,testing,2026-08-06T22:21:57.328863+00:00
QSSAN7UI,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,"Impact of the Out-of-School Nutrition and Physical Activity (OSNAP) Group Randomized Controlled Trial on Children's Food, Beverage, and Calorie Consumption  among Snacks Served.",Lee,10.1016/j.jand.2018.04.011,30055710,PMC7604883,2018,Journal of the Academy of Nutrition and Dietetics,2HXAQAF5,da587952c580c5fac62836dabcbe5936,OK,downloaded,,,,testing,2026-08-06T22:21:57.857731+00:00
4BMKXSKL,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Protocol for serious fall injury adjudication in the Strategies to Reduce Injuries and Develop Confidence in Elders (STRIDE) study.,Ganz,10.1186/s40621-019-0190-2,31245263,PMC6582694,2019,Injury epidemiology,8EUXTDEE,39dcccbfe3e63d130620cecf3e8850ae,OK,downloaded,,,,testing,2026-08-06T22:21:58.413183+00:00
VVLUK58Q,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Strategies to Reduce Injuries and Develop Confidence in Elders (STRIDE): A Cluster-Randomized Pragmatic Trial of a Multifactorial Fall Injury Prevention  Strategy: Design and Methods.,Bhasin,10.1093/gerona/glx190,29045582,PMC6037050,2018,"The journals of gerontology. Series A, Biological sciences and medical sciences",ZQX8ZHSE,a51f1ff5e001face0c1f01571988d8e2,OK,downloaded,,,,testing,2026-08-06T22:21:59.024578+00:00
7JLBGBF2,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Perceptions of Family Decision-makers of Nursing Home Residents With Advanced Dementia Regarding the Quality of Communication Around End-of-Life Care.,Toles,10.1016/j.jamda.2018.05.015,30032997,PMC6165696,2018,Journal of the American Medical Directors Association,NI58PVGW,49e16964d037f8408e4891d9d83a3371,OK,downloaded,,,,testing,2026-08-06T22:21:59.614842+00:00
ZY3258YS,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,"Screening, Recruitment, and Baseline Characteristics for the Strategies to Reduce Injuries and Develop Confidence in Elders (STRIDE) Study.",Gill,10.1093/gerona/gly076,30020415,PMC6175032,2018,"The journals of gerontology. Series A, Biological sciences and medical sciences",RX5PI8KW,c26d8bef94f4dfe2615bbe6418f06839,OK,downloaded,,,,testing,2026-08-06T22:22:00.060009+00:00
4D23WKWV,NCATS; NIA; NIDDK; NIMHD,Boring Task / NCATS; Boring Task / NIA; Boring Task / NIDDK; Boring Task / NIMHD,Choice of Intensive Lifestyle Change and/or Metformin after Shared Decision Making for Diabetes Prevention: Results from the Prediabetes Informed Decisions  and Education (PRIDE) Study.,Moin,10.1177/0272989x211001279,33813948,PMC8192339,2021,Medical decision making : an international journal of the Society for Medical Decision Making,94TH9TDR,f7ee17bf13d6913299770a99122f3ab1,OK,downloaded,,,,testing,2026-08-06T22:22:00.589409+00:00
9U3H73WR,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,A case study of ascertainment bias for the primary outcome in the Strategies to Reduce Injuries and Develop Confidence in Elders (STRIDE) trial.,Esserman,10.1177/1740774520980070,33678038,PMC8009806,2021,"Clinical trials (London, England)",9FA5YQRX,d2682f7609b32e310f0c89d1cf9a5263,OK,downloaded,,,,testing,2026-08-06T22:22:01.019427+00:00
ZHYY3GB4,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Effect of a Multifactorial Fall Injury Prevention Intervention on Patient Well-Being: The STRIDE Study.,Gill,10.1111/jgs.16854,33037632,PMC8178516,2021,Journal of the American Geriatrics Society,LJED9N2T,3791aef2f87c59f652905e3bc2658ecc,OK,downloaded,"2 PDF attachments, picked highest priority: Full Text PDF; Full Text PDF",,,testing,2026-08-06T22:22:01.505890+00:00
Z3Y2YRT7,NCATS; NIA; NICHD; NIMH; NIMHD; NLM,Boring Task / NCATS; Boring Task / NIA; Boring Task / NICHD; Boring Task / NIMH; Boring Task / NIMHD; Boring Task / NLM,Whole Person Care in Under-resourced Communities: Stakeholder Priorities at Long-Term Follow-Up in Community Partners in Care.,Khodyakov,10.18865/ed.28.s2.371,30202190,PMC6128335,2018,Ethnicity & disease,QPRKZNDQ,994c1c1202203d4608b2521a007cebf6,OK,downloaded,,,,testing,2026-08-06T22:22:02.009825+00:00
4LKPGHIV,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Advancing Rehabilitation Paradigms for Older Adults in Skilled Nursing Facilities: An Effectiveness-Implementation Hybrid Type 1 Clinical Trial  Protocol.,Beisheim-Ryan,10.1093/ptj/pzad053,37255325,PMC10506848,2023,Physical therapy,TUE25PNT,0151ceb16869c4403423ce4b12d09697,OK,downloaded,,,,testing,2026-08-06T22:22:02.507417+00:00
VLRW8X99,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Resources for Enhancing Alzheimer's Caregiver Health in Vietnam (REACH VN): study protocol for a cluster randomized controlled trial to test the efficacy of a  family dementia caregiver intervention in Vietnam.,Tran,10.1186/s13063-022-06228-6,35534904,PMC9081958,2022,Trials,FRY2NL27,b29ce7f54c8cfb9ee077a8f2453aab3f,OK,downloaded,,,,testing,2026-08-06T22:22:03.004847+00:00
6WVELNZV,NCATS; NIA; NIBIB,Boring Task / NCATS; Boring Task / NIA; Boring Task / NIBIB,Bayesian semi-parametric inference for clustered recurrent events with zero inflation and a terminal event.,Tian,10.1093/jrsssc/qlae003,39072299,PMC11271983,2024,"Journal of the Royal Statistical Society. Series C, Applied statistics",ILKGBZAE,ca90719619ee605e2c954a086ad98343,OK,downloaded,,,,testing,2026-08-06T22:22:03.544136+00:00
ZIW6MP95,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,The Relationship Between Frailty and Emotional Health in Older Patients with Advanced Cancer.,Gilmore,10.1002/onco.13975,34510642,PMC8649062,2021,The oncologist,6S6PCA4E,1daa0da15c036dba3cc57df9ff811d42,OK,downloaded,,,,testing,2026-08-06T22:22:04.089680+00:00
YVUSKD47,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Costs of fall injuries in the STRIDE study: an economic evaluation of healthcare system heterogeneity and heterogeneity of treatment effect.,Ganz,10.1186/s12962-023-00459-3,37533073,PMC10399038,2023,Cost effectiveness and resource allocation : C/E,VFMS48UJ,53342e767bdda45bc9e41afc1fc63139,OK,downloaded,,,,testing,2026-08-06T22:22:04.582517+00:00
TFNCGZP2,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Advance Care Planning for African American Caregivers of Relatives With Dementias: Cluster Randomized Controlled Trial.,Bonner,10.1177/1049909120916127,32308012,PMC8443116,2021,The American journal of hospice & palliative care,GXIDYKZJ,e9045d2e37935d4bf81d3974a2b7d47d,OK,downloaded,,,,testing,2026-08-06T22:22:05.034377+00:00
2UTZGV6B,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Using Geriatric Assessment to Guide Conversations Regarding Comorbidities Among Older Patients With Advanced Cancer.,Kleckner,10.1200/op.21.00196,34228510,PMC8758128,2022,JCO oncology practice,SDS88VHP,c4716feffbcb9b7ae8cae23da236bc21,OK,downloaded,,,,testing,2026-08-06T22:22:05.508711+00:00
JN7ZXMS6,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,"Effect of the STRIDE fall injury prevention intervention on falls, fall injuries, and health-related quality of life.",Ganz,10.1111/jgs.17964,35932279,PMC9669115,2022,Journal of the American Geriatrics Society,2WZ7368Z,2f705004cb15594e43cf926cfa98c68c,OK,downloaded,,,,testing,2026-08-06T22:22:06.086937+00:00
CD7WJ33Z,NCATS; NIA; NIDDK; NIMHD,Boring Task / NCATS; Boring Task / NIA; Boring Task / NIDDK; Boring Task / NIMHD,The Effectiveness of Shared Decision-making for Diabetes Prevention: 24- and 36-Month Results From the Prediabetes Informed Decision and Education (PRIDE)  Trial.,Duru,10.2337/dc23-0829,37770039,PMC10698217,2023,Diabetes care,7BP9ZGHV,6b149b0b2dcdd73af07f5d1eb240a2c0,OK,downloaded,"2 PDF attachments, picked highest priority: Submitted Version; Submitted Version",,,testing,2026-08-06T22:22:06.578356+00:00
8EQ6XLKC,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Design of Behavioral Economic Applications to Geriatrics Leveraging Electronic Health Records (BEAGLE): A pragmatic cluster randomized controlled trial.,Brown,10.1016/j.cct.2021.106649,34896294,PMC8724916,2022,Contemporary clinical trials,PUFMPGTE,8df6f6b6b0d3a407f0e558fbb7d0f835,OK,downloaded,,,,testing,2026-08-06T22:22:07.051707+00:00
ZHZ7QTSV,NCATS; NIA; NIDDK; NIMHD,Boring Task / NCATS; Boring Task / NIA; Boring Task / NIDDK; Boring Task / NIMHD,Differences in Weight Loss by Race and Ethnicity in the PRIDE Trial: a Qualitative Analysis of Participant Perspectives.,Saju,10.1007/s11606-022-07521-5,35469358,PMC9037581,2022,Journal of general internal medicine,CDUDD68F,5972d6fd4b127e96ec42215b60756c27,OK,downloaded,,,,testing,2026-08-06T22:22:07.547417+00:00
CBXHYRH6,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Effect of Hospitalizations on Physical Activity Patterns in Mobility-Limited Older Adults.,Wanigatunga,10.1111/jgs.15631,30452084,PMC6613645,2019,Journal of the American Geriatrics Society,HJC4RG4Q,6f24da620705fc85940e49393765c8dd,OK,downloaded,,,,testing,2026-08-06T22:22:08.069385+00:00
ZJVGPCQS,NCATS; NIA; NIGMS,Boring Task / NCATS; Boring Task / NIA; Boring Task / NIGMS,Balanced Crystalloids versus Saline in Critically Ill Adults.,Semler,10.1056/nejmc1804294,29768150,PMC6570410,2018,The New England journal of medicine,TDTTDZRZ,fe57917f0ed71faf0a3ba32911395bf8,OK,downloaded,,,,testing,2026-08-06T22:22:08.640488+00:00
G9KMBJ6B,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Optimizing Retention in a Pragmatic Trial of Community-Living Older Persons: The STRIDE Study.,Gill,10.1111/jgs.16356,32212395,PMC7707554,2020,Journal of the American Geriatrics Society,PPRB97SY,799f4612a3613354d0bc2c75e9b62c29,OK,downloaded,"2 PDF attachments, picked highest priority: Full Text PDF; Full Text PDF",,,testing,2026-08-06T22:22:09.238115+00:00
N2CPTK4J,NCATS; NIA; NINR,Boring Task / NCATS; Boring Task / NIA; Boring Task / NINR,Feasibility of Delivering a Tailored Intervention for Advance Care Planning in Primary Care Practice.,Paiva,10.1111/jgs.16035,31271654,PMC6732008,2019,Journal of the American Geriatrics Society,SD6XLAAJ,8399af1f6ea959cfe465ac0a9affb69e,OK,downloaded,,,,testing,2026-08-06T22:22:09.762505+00:00
ICUMIHA8,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Implementation Challenges for a Multisite Advance Care Planning Pragmatic Trial: Lessons Learned.,Sudore,10.1016/j.jpainsymman.2023.04.022,37098388,PMC10358280,2023,Journal of pain and symptom management,JWYVMURY,4684f0349c96fda562716f8eefb9092e,OK,downloaded,,,,testing,2026-08-06T22:22:10.263072+00:00
