paper_id,set,folder,verdict,verdict_reason,explanation,title_score,title_pos,doi_hit,admin_doc,first_author_hit,author_hits,author_count,author_frac,year_hit,journal_hit,head_chars,page_count,other_dois,attachment_key,repaired_from,title
HKEUETZX,unlabelled,NCATS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,5,5,1.0,True,True,9943,20,10.2196/24383,ZC7XWBQ9,,Intervening on Trust in Science to Reduce Belief in COVID-19 Misinformation and Increase COVID-19 Preventive Behavioral Intentions: Randomized Controlled Trial.
Y2SLUV8T,unlabelled,NCATS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,9,9,1.0,True,True,9875,8,,4ZRJ2V8J,,Testing Digital Methods of Patient-Reported Outcomes Data Collection: Prospective Cluster Randomized Trial to Test SMS Text Messaging and Mobile Surveys.
TSGYGKYM,unlabelled,NCCIH; NINDS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,1,13,0.077,True,False,6460,22,,6KTN9KR6,,Interdisciplinary team-based care for patients with chronic pain on long-term opioid treatment in primary care (PPACT) - Protocol for a pragmatic cluster  randomized trial.
XZ6Q2C96,unlabelled,NCCIH; NINDS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,13,13,1.0,True,True,11208,16,,PTFUW4KQ,,A Primary Care-Based Cognitive Behavioral Therapy Intervention for Long-Term Opioid Users With Chronic Pain : A Randomized Pragmatic Trial.
2UMNRGCW,unlabelled,NCCIH; NINDS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,14,14,1.0,True,True,5450,20,,I2SXNMMR,,Economic Evaluation: A Randomized Pragmatic Trial of a Primary Care-based Cognitive Behavioral Intervention for Adults Receiving Long-term Opioids for  Chronic Pain.
8V7C4LYG,unlabelled,NCCIH; NIDA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,11,11,1.0,True,False,6169,19,,C3IZIGPT,,Effects of Bundling Medication for Opioid Use Disorder With an mHealth Intervention Targeting Addiction: A Randomized Clinical Trial.
5JW6ZLVT,unlabelled,NCCIH; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.004,True,False,True,8,8,1.0,True,True,7446,11,,75HTSDDA,,Pilot Cluster Randomized Controlled Trial of Integrative Nutritional Counseling Versus Standard Diabetes Self-Management Education for Chinese Americans with  Type 2 Diabetes.
U4TKV94S,unlabelled,NCCIH; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,9,9,1.0,True,False,8003,12,,MIPZ9VSX,,"Design and Rationale of HiLo: A Pragmatic, Randomized Trial of Phosphate Management for Patients Receiving Maintenance Hemodialysis."
3N5XV697,unlabelled,NCCIH; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,22,22,1.0,True,False,10166,14,,88PTE4RQ,,"The TiME Trial: A Fully Embedded, Cluster-Randomized, Pragmatic Trial of Hemodialysis Session Duration."
BVWKLVHG,unlabelled,NCCIH; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,-1.0,True,False,True,13,13,1.0,True,False,10842,8,,CVK84JDE,,Ethical Issues in Pragmatic Cluster-Randomized Trials in Dialysis Facilities.
4L2VVRAS,unlabelled,NCCIH; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,23,23,1.0,True,False,5613,18,,ZD5GEL8V,,Pragmatic Trial of Hospitalization Rate in Chronic Kidney Disease.
67AFTHV2,unlabelled,NCCIH; NIAMS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,16,16,1.0,True,False,10662,7,,7CMVUQVW,,Effects of Including Epidemiologic Data in Lumbar Spine Imaging Reports on Prescribing Non-Opioid Medications for Pain.
SJVR4TTN,unlabelled,NCCIH; NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.071,True,False,True,10,10,1.0,True,True,11426,11,,8RI8NDQU,,"If You Build It, Will They Come? Patient and Provider Use of a Novel Hybrid Telehealth Care Pathway for Low Back Pain."
M4TNHMYH,unlabelled,NCCIH; NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,17,17,1.0,True,False,10450,11,,QTFDKICN,,Improving Veteran Access to Integrated Management of Back Pain (AIM-Back): Protocol for an Embedded Pragmatic Cluster-Randomized Trial.
PQB2RMMU,unlabelled,NCCIH; NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,9,9,1.0,True,True,10962,9,,QVREM38F,,Advance Care Planning Video Intervention Among Long-Stay Nursing Home Residents: A Pragmatic Cluster Randomized Clinical Trial.
NDBCX4DU,unlabelled,NCCIH; NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,9,9,1.0,True,False,5875,16,,7XJ4PM7A,,A Cluster Randomized Trial of Tai Chi vs Health Education in Subsidized Housing: The MI-WiSH Study.
HX2ZB2VD,unlabelled,NCCIH; NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.022,True,False,True,9,9,1.0,True,True,10045,10,,D44E64FX,,In the Eyes of Those Who Were Randomized: Perceptions of Disadvantaged Older Adults in a Tai Chi Trial.
7Q8HUC5P,unlabelled,NCCIH; NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,8,8,1.0,True,False,6653,18,,M459HICF,,Impact of an Advance Care Planning Video Intervention on Care of Short-Stay Nursing Home Patients.
KXK8TLEV,unlabelled,NCCIH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,1,8,0.125,True,False,6724,32,,PAJI5JQ5,,Protocol for the Imagine HEALTH Study: Guided imagery lifestyle intervention to improve obesity-related behaviors and salivary cortisol patterns in predominantly  Latino adolescents.
M5CER7F5,unlabelled,NCCIH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,9,10,0.9,True,False,9727,12,,YN62VMKP,,Imagine HEALTH: Randomized Controlled Trial of a Guided Imagery Lifestyle Intervention to Improve Obesity-Related Lifestyle Behaviors in Predominantly  Latinx Adolescents.
Q4Y3ER3R,unlabelled,NCCIH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.01,True,False,True,5,5,1.0,True,True,10717,9,,472QU9VS,,Prospective Cohort study of Predictors of Follow-Up Diagnostic Colonoscopy from a Pragmatic Trial of FIT Screening.
ZKUB7Y5L,unlabelled,NCCIH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.009,True,False,True,3,3,1.0,True,True,10172,12,,D8AP52E2,,Analysis of multiple-period group randomized trials: random coefficients model or repeated measures ANOVA?
5QJIFBRP,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,12,12,1.0,True,False,5933,12,,HV6QGBX6,,Annual Versus Biannual Mass Azithromycin Distribution and Malaria Parasitemia During the Peak Transmission Season Among Children in Niger.
ZQYES9Q5,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,12,12,1.0,False,True,9661,6,,G46H3KXJ,,Comparison of anthropometric indicators to predict mortality in a population-based prospective study of children under 5 years in Niger.
3V4I9246,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,12,12,1.0,True,True,7017,17,,KHMCZLB3,,Mass azithromycin distribution for hyperendemic trachoma following a cluster-randomized trial: A continuation study of randomly reassigned subclusters  (TANA II).
VH5MJZ7U,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,10,10,1.0,True,True,10730,8,,PAP2T7PN,,Frequency of Mass Azithromycin Distribution for Ocular Chlamydia in a Trachoma Endemic Region of Ethiopia: A Cluster Randomized Trial.
NMYAF58A,unlabelled,NEI; NIGMS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,10,10,1.0,True,False,7147,6,,AYCJZKKP,,Temporal Trends in Phenotypic Macrolide and Nonmacrolide Resistance for Streptococcus pneumoniae Nasopharyngeal Samples Up to 36 Months after Mass  Azithromycin Administration in a Cluster-Randomized Trial in Niger.
UYKSA3BR,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.02,True,False,True,12,12,1.0,True,False,7147,2,,WXHZG2SX,,Comparison of Mass Azithromycin Coverage Targets of Children in Niger: A Cluster-Randomized Trachoma Trial.
N8SBUY24,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.02,True,False,True,11,11,1.0,True,True,5810,9,,FEP5NPBX,,A Longitudinal Analysis of Chlamydial Infection and Trachomatous Inflammation Following Mass Azithromycin Distribution.
WWKDJQ4L,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.013,True,False,True,16,16,1.0,True,True,9573,5,,5633ZWAB,,Mass Azithromycin Distribution and Community Microbiome: A Cluster-Randomized Trial.
Y3IVUL24,unlabelled,NEI; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.01,True,False,True,12,12,1.0,True,False,13620,2,,BPQ4M4ZI,,Anthropometry and Malaria among Children in Niger: A Cross-Sectional Study.
XPFDUAYQ,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,10,10,1.0,True,False,6015,14,,4TCRMNWA,,Community Health Workers for Prevention of Corneal Ulcers in South India: A Cluster-Randomized Trial.
392RTAL7,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.043,True,False,True,5,5,1.0,True,False,5605,46,,5VRVDRCX,,Vitamin A and fish oils for preventing the progression of retinitis pigmentosa.
KFD9XVKA,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.075,True,False,True,15,15,1.0,True,False,8446,8,,BNTJM5MV,,Targeted Antibiotics for Trachoma: A Cluster-Randomized Trial.
VN2Z3GMG,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.009,True,False,True,14,14,1.0,True,False,6126,9,,LPW8FQYF,,Targeted Mass Azithromycin Distribution for Trachoma: A Community-Randomized Trial (TANA II).
38R9U3WA,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,11,12,0.917,True,True,7950,12,10.1371/journal,NHAIGSWF,,Linear growth in preschool children treated with mass azithromycin distributions for trachoma: A cluster-randomized trial.
AULRV66J,unlabelled,NEI,WEAK,TITLE_NEAR_MATCH,title similarity 100.0 below the 95 bar; first author NOT found,100.0,0.639,False,False,False,0,12,0.0,True,True,6537,4,,FYG5S8BR,,Post-antibiotic Ocular Surface Microbiome in Children: A Cluster-Randomized Trial.
Y4PYDT6J,unlabelled,NEI,VERIFIED,TITLE_AUTHOR_MATCH,title matches (100.0) and first author present; no DOI in text,100.0,0.0,False,False,True,13,13,1.0,False,True,4919,10,,JKD6XKNS,,Effect of Azithromycin on the Ocular Surface Microbiome of Children in a High Prevalence Trachoma Area.
36HV682B,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.01,True,False,True,15,15,1.0,True,False,5649,7,,SKEVSL5A,,Risk factors for corneal abrasions in Nepal: a community-based study.
X3CRX49A,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.079,True,False,True,21,21,1.0,True,False,9331,4,,65GFZVWH,,Gut Resistome of Preschool Children After Prolonged Mass Azithromycin Distribution: A Cluster-randomized Trial.
M33HNRXE,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.291,True,False,True,16,17,0.941,True,False,12698,12,,5SU5TH2S,,"Changing hygiene behaviours: a cluster-randomized trial, Ethiopia."
JH6JQDBD,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.01,True,False,True,14,14,1.0,True,False,13746,2,,26GYG7WF,,Community Hand-Dug Wells for Trachoma: A Cluster-Randomized Trial.
AEKPMZDH,unlabelled,NEI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.004,True,False,True,10,10,1.0,True,True,7716,6,,KU5BFR7W,,Azithromycin Reduction to Reach Elimination of Trachoma (ARRET): study protocol for a cluster randomized trial of stopping mass azithromycin distribution for  trachoma.
KG6HCUIJ,unlabelled,NHGRI,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.016,True,False,True,11,11,1.0,True,False,11407,11,,8VFHNX5U,,Reducing decisional conflict in decisions about prenatal genetic testing: the impact of a dyadic intervention at the start of prenatal care.
4347I8U7,unlabelled,NIA; NIGMS; NLM,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,4,4,1.0,True,True,10095,16,,2FBEV83N,,A Scalable Service to Improve Health Care Quality Through Precision Audit and Feedback: Proposal for a Randomized Controlled Trial.
FV293MF3,unlabelled,NIA; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,10,10,1.0,True,False,9563,7,,9WCG2RKN,,Caregiver Speaks Study Protocol: A Technologically-Mediated Storytelling Intervention for Hospice Family Caregivers of Persons Living With Dementia.
SBVY3TGC,unlabelled,NIA; NIGMS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,7,7,1.0,True,True,10146,10,,AH5W22BQ,,An mHealth Diabetes Intervention for Glucose Control: Health Care Utilization Analysis.
4UQJBDTF,unlabelled,NIA; NIAMS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,11,11,1.0,True,True,11735,9,,I2B8DA6C,,"The Contribution of Patient, Primary Care Physician, and Primary Care Clinic Factors to Good Bone Health Care."
RYA7FGYI,unlabelled,NIA; NIMHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.01,True,False,True,3,9,0.333,True,True,13171,11,,Z7ZX6JVM,,"The Church Challenge: A community-based multilevel cluster randomized controlled trial to improve blood pressure and wellness in African American churches in  Flint, Michigan."
NYT8TV5W,unlabelled,NIA; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.001,True,False,True,7,7,1.0,True,True,9931,10,,UMWJKZZI,,A Behavioral Economics-Electronic Health Record Module to Promote Appropriate Diabetes Management in Older Adults: Protocol for a Pragmatic Cluster Randomized  Controlled Trial.
7NHDV3J9,unlabelled,NIA; NICHD; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,19,19,1.0,True,True,10170,11,,94H4MM9X,,Effect of a Multicomponent Home-Based Physical Therapy Intervention on Ambulation After Hip Fracture in Older Adults: The CAP Randomized Clinical Trial.
UUU3B93D,unlabelled,NIA; NINR,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,6,6,1.0,True,True,9255,15,,FQLFS3RF,,TEAM-UP for quality: a cluster randomized controlled trial protocol focused on preventing pressure ulcers through repositioning frequency and precipitating  factors.
TA793S87,unlabelled,NIA; NINR,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,9,9,1.0,True,True,11784,10,,7JBD8L8S,,Effect of the STAMP (Sharing and Talking About My Preferences) Intervention on Completing Multiple Advance Care Planning Activities in Ambulatory Care : A  Cluster Randomized Controlled Trial.
ZNV4MKDT,unlabelled,NIA; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.028,True,False,True,6,6,1.0,True,True,4249,18,,QIGXIXFU,,The effects of a workplace intervention on employees' cortisol awakening response.
5KN7Q7SX,unlabelled,NIA; NIAID; NICHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,12,18,0.667,True,True,8513,25,,Z2W5KBBA,,"Evaluation of a community-based mobile video breastfeeding intervention in Khayelitsha, South Africa: The Philani MOVIE cluster-randomized controlled trial."
WKXCBGM3,unlabelled,NIA; NIAID; NIGMS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.094,True,False,True,4,4,1.0,True,True,9705,10,,55UFJEMW,,Architecting Process of Care: A randomized controlled study evaluating the impact of providing nonadherence information and pharmacist assistance to physicians.
HY5KNXPB,unlabelled,NIA; NINR,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,3,3,1.0,True,False,6844,17,,MVFK92QK,,"Change in Depression, Confidence, and Physical Function Among Older Adults With Mild Cognitive Impairment."
BB5EFB7Y,unlabelled,NIA; NINR,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,12,12,1.0,True,False,6622,15,,6BQRFDIG,,Resident Vignettes for Assessing Care Quality in Nursing Homes.
S2ZQHQ7S,unlabelled,NIA; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.003,True,False,True,8,8,1.0,True,True,8187,20,,THGH9GPY,,"Study protocol for comparing Screening, Brief Intervention, and Referral to Treatment (SBIRT) to referral as usual for depression in African American  churches."
CQWMFUI8,unlabelled,NIA; NIMHD,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,7,7,1.0,True,False,6616,12,,233IG8X2,,Nursing home staff perspectives on adoption of an innovation in goals of care communication.
CWS9XSIY,unlabelled,NIA; NIMH,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,6,6,1.0,True,False,6375,18,,4TV75ZV7,,The Female Athlete Body project study: 18-month outcomes in eating disorder symptoms and risk factors.
WZHWKDU4,unlabelled,NIA; NIGMS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.015,True,False,True,17,17,1.0,True,False,8201,10,,ZWYT3XS3,,"Impact of the iWHELD digital person-centered care program on quality of life, agitation and psychotropic medications in people with dementia living in nursing  homes during the COVID-19 pandemic: A randomized controlled trial."
83RPH6BD,unlabelled,NIA; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.156,True,False,True,5,5,1.0,True,True,8061,2,,SHN2DNT2,,"Only one cluster per condition is an invalid design for a cluster randomized trial and should be re-labeled a quasi-experimental study. Response to: ""Effect  of behavioral activation on time and frequency domain heart rate variability in  older adults with subthreshold depression: a cluster randomized controlled trial  in Thailand""."
9X4PEVBD,unlabelled,NIA; NINDS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.01,True,False,True,2,2,1.0,True,False,10104,15,,WGZ9SCWK,,"Mixed-Method, Multilevel Clustered-Randomized Control Trial for Menstrual Health Disparities."
MRAHGVSS,unlabelled,NIA; NINDS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,5,5,1.0,True,True,13299,2,,G5WJI4JN,,Physical Activity in Hospitalized Persons With Dementia: Feasibility and Validity of the MotionWatch 8.
2MWISP7C,unlabelled,NIA; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,8,8,1.0,True,False,10635,9,,NUVWQ5D8,,Electronic Decision Support for Management of CKD in Primary Care: A Pragmatic Randomized Trial.
XGDEQSIC,unlabelled,NIA; NINDS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,10,10,1.0,True,False,5484,20,,UH8XEA9T,,Delirium and Behavioral Symptoms in Persons With Dementia at Hospital Admission: Mediating Factors.
9I6YTA9P,unlabelled,NIA; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,20,20,1.0,True,False,6234,23,,GDM75B9T,,"Randomization, design and analysis for interdependency in aging research: no person or mouse is an island."
6NZ2X7WN,unlabelled,NIA; NIDDK; NIGMS,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,-1.0,True,False,True,14,14,1.0,True,False,6335,19,,NTE4DDZC,,Predictors of racial differences in weight loss: the PROPEL trial.
M9BWEQ9C,unlabelled,NIA; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,7,7,1.0,True,True,11147,9,,VFNGT29B,,Geriatric Syndromes and Health-Related Quality of Life in Older Adults with Chronic Kidney Disease.
6SAHHJTI,unlabelled,NIA; NIDDK,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,8,8,1.0,True,False,10833,8,,YXTGVH4B,,Effect of Long-term Exercise Training on Physical Performance and Cardiorespiratory Function in Adults With CKD: A Randomized Controlled Trial.
M7LQMW8H,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,4,5,0.8,True,False,6147,10,,JTEGANTU,,Agreement of Antipsychotic Use between Nursing Home Electronic Records and Minimum Data Set.
VJETY9NK,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.012,True,False,True,6,6,1.0,True,True,10491,14,,SUDV2PN3,,Vestibular therapy to reduce falls in people with Alzheimer's disease: study protocol for a pilot randomized controlled trial.
SAGEATPB,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.011,True,False,True,9,9,1.0,True,False,7054,14,,PA7DXDUN,,A Multifaceted Intervention Improves Prescribing for Acute Respiratory Infection for Adults and Children in Emergency Department and Urgent Care Settings.
4NA6ICX5,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,8,8,1.0,True,True,10509,9,,JCJ4Q3VM,,"Effect of the Tailored, Family-Involved Hospital Elder Life Program on Postoperative Delirium and Function in Older Adults: A Randomized Clinical Trial."
NCZHFUG6,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.005,True,False,True,9,9,1.0,True,False,10905,8,,L5UV66QX,,LungCARE: Encouraging Shared Decision-Making in Lung Cancer Screening-a Randomized Trial.
DGN43CXD,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.004,True,False,True,10,10,1.0,True,True,8678,10,,URKJHSPI,,Population-Based Pragmatic Trial of Advance Care Planning in Primary Care in the University of California Health System.
SCVW75H8,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.179,True,False,True,15,15,1.0,True,True,10629,12,,W3TPHF2A,,Patient and public involvement in pragmatic trials: online survey of corresponding authors of published trials.
FGKYM2SH,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,8,8,1.0,True,False,6478,5,,I2H7RIKX,,Resources for Enhancing Alzheimer's Caregiver Health in Vietnam (REACH VN): Exploratory Analyses of Outcomes of a Cluster Randomized Controlled Trial to Test  the Feasibility and Preliminary Efficacy of a Family Dementia Caregiver  Intervention in Vietnam.
56IHXJJI,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,11,11,1.0,True,False,6174,18,,MKZ4DAZ3,,Resident-to-Resident Mistreatment: Evaluation of a Staff Training Program in the Reduction of Falls and Injuries.
BK76F4GJ,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.046,True,False,True,10,10,1.0,True,True,8779,16,,REG7ILND,,Resident-to-resident elder mistreatment (R-REM) intervention for direct care staff in assisted living residences: study protocol for a cluster randomized  controlled trial.
GDJ4LD32,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.009,True,False,True,6,6,1.0,True,True,10130,14,,E6IEL43D,,Personalized Disease Prevention (PDP): study protocol for a cluster-randomized clinical trial.
PMAXGL5B,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.004,True,False,True,20,20,1.0,True,True,8988,16,,HQJIG2J4,,Risk Factors Associated With Transition From Acute to Chronic Low Back Pain in US Patients Seeking Primary Care.
WT4FKUEX,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.011,True,False,True,4,4,1.0,True,False,9340,12,,PEMA5TNT,,Results of a multi-site pragmatic hybrid type 3 cluster randomized trial comparing level of facilitation while implementing an intervention in  community-dwelling disabled and older adults in a Medicaid waiver.
SX22ZM82,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,6,7,0.857,True,False,6056,19,,X338T48U,,"Using Structured Observations to Evaluate the Effects of a Personalized Music Intervention on Agitated Behaviors and Mood in Nursing Home Residents With  Dementia: Results From an Embedded, Pragmatic Randomized Controlled Trial."
VK6ISFI7,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.036,True,False,True,6,6,1.0,True,False,10969,6,,Z5TV9SB4,,Association Between Improved Mobility and Distal Health Outcomes.
S7WLRJUA,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.002,True,False,True,8,9,0.889,True,True,10410,20,,5FN287MN,,The effects of a physical and cognitive training intervention vs. physical training alone on older adults' physical activity: A randomized controlled trial  with extended follow-up during COVID-19.
7FV77GHR,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,1,10,0.1,True,False,6651,25,,E28RRSDU,,MIND at Home-Streamlined: Study protocol for a randomized trial of home-based care coordination for persons with dementia and their caregivers.
QRNNZKQD,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,8,8,1.0,True,False,11270,7,,X3NNGMIL,,Effect of Social Comparison Feedback on Laboratory Test Ordering for Hospitalized Patients: A Randomized Controlled Trial.
G3V64L83,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.02,True,False,True,4,4,1.0,True,True,13421,7,,STPC4VP6,,Application of randomization techniques for balancing site covariates in the adult day service plus pragmatic cluster-randomized trial.
DSCI2YQI,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,7,7,1.0,True,False,6035,21,,WAWND9BH,,Testing Function Focused Care for Acute Care using the Evidence Integration Triangle: Protocol description.
RC54XH99,unlabelled,NIA,VERIFIED,TITLE_AUTHOR_MATCH,title matches (100.0) and first author present; no DOI in text,100.0,0.0,False,False,True,5,5,1.0,False,False,6459,18,,P8XSQSCC,,Reliability and Validity of the Neuropsychiatric Inventory-Questionnaire Using a Rasch Analysis.
QDC744HA,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,12,12,1.0,True,True,10431,12,,VE8HZMZH,,Reducing Care Overuse in Older Patients Using Professional Norms and Accountability : A Cluster Randomized Controlled Trial.
XSBXXCT3,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,4,4,1.0,True,True,6679,19,,953VJSAD,,Assessing gait efficacy in older adults: An analysis using item response theory.
VXSX55VK,unlabelled,NIA,VERIFIED,DOI_MATCH,Zotero's DOI appears in the document,100.0,0.0,True,False,True,5,5,1.0,True,False,6594,12,,W24C9D4U,,Intraclass Correlation Coefficients for Planning Cluster Randomized Trials in Community-Dwelling Older Adults.
