paper_id,set,stage,removed_from,reason,evidence,decided_by,decided_at,source_record,title
7AKBUICC,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set GJGVIKMM, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Intervening on fear after acute cardiac events: Rationale and design of the INFORM randomized clinical trial.
Q9B3JIJ2,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set ZC3442HS, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"TransPrEP: Results from the Pilot Study of a Social Network-Based Intervention to Support PrEP Adherence Among Transgender Women in Lima, Peru."
5WZNN3F5,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 32LERLVS, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Performance of family planning clinics in conducting recommended HIV counseling and testing in Mombasa County, Kenya: a cross-sectional study."
E2RXAAPX,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set CVNVFN8Y, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Results of a cluster randomized trial testing the systems analysis and improvement approach to increase HIV testing in family planning clinics.
MVQ6WUBN,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 7EFQI5V4, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Qualitative evaluation of the Systems Analysis and Improvement Approach as a strategy to increase HIV testing in family planning clinics using the  Consolidated Framework for Implementation Research and the Implementation  Outcomes Framework.
XCEW696W,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set TGIBPA3M, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,A stochastic second-order generalized estimating equations approach for estimating association parameters.
GI25UXDR,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set IXGWRWKV, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Assessing the sustainability of the Systems Analysis and Improvement Approach to increase HIV testing in family planning clinics in Mombasa, Kenya: results of a  cluster randomized trial."
EHWZJTW2,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set KSSYVX7X, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,A community-based dynamic choice model for HIV prevention improves PrEP and PEP coverage in rural Uganda and Kenya: a cluster randomized trial.
7I5NGZXB,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 26LDPI8G, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Results of a cluster randomized trial testing the Systems Analysis and Improvement Approach to increase cervical cancer screening in family planning  clinics in Mombasa County, Kenya."
IW36FQM9,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set GK558E5R, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Influence of hydrometeorological risk factors on child diarrhea and enteropathogens in rural Bangladesh.
WWX4J35N,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 25SMNHQG, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Self-reported cardiovascular disease risk factor screening among people living with HIV vs. members of the general population in Botswana: a community-based  study.
BNN69THV,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set DCYTWR4N, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Impact of Clinical Decision Support on Antibiotic Prescribing for Acute Respiratory Infections: a Cluster Randomized Implementation Trial.
N96FALII,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set IR9N2LY8, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"A cluster-randomized trial of water, sanitation, handwashing and nutritional interventions on stress and epigenetic programming."
NAA22RTH,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set WUNIU4CC, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Household- Versus Incentive-Based Contact Investigation for Tuberculosis in Rural South Africa: A Cluster-Randomized Trial.
3C5XA7IA,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 4QHFZPVG, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Systems analysis and improvement approach to optimize the hypertension diagnosis and care cascade for PLHIV individuals (SAIA-HTN): a hybrid type III cluster  randomized trial.
X83J4YUG,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 9SZ8F7SB, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Conditional Cash Transfers to Incentivize Tuberculosis Screening: Description of a Novel Strategy for Contact Investigation in Rural South Africa.
3ZC4NVNY,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set ZDP4YJ9U, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,WASH interventions and child diarrhea at the interface of climate and socioeconomic position in Bangladesh.
ZIKITPY8,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 7KTF6M73, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Implementation of Multifaceted Patient-Centered Treatment Strategies for Intensive Blood Pressure Control (IMPACTS): Rationale and design of a  cluster-randomized trial.
VYU7HU26,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set LSLZLVAS, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Examining the relationship between household air pollution and infant microbial nasal carriage in a Ghanaian cohort.
UJ9UUMG8,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 4B9BMDV7, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Effectiveness of a Digital Cognitive Behavior Therapy-Guided Self-Help Intervention for Eating Disorders in College Women: A Cluster Randomized Clinical  Trial.
YZ2ZXEQJ,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 74ARW7SL, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Methods in the design and implementation of the Randomized Evaluation of Sedation Titration for Respiratory Failure (RESTORE) clinical trial.
4RZVCI4Z,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 54ZXRGZ7, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Priorities Wizard: Multisite Web-Based Primary Care Clinical Decision Support Improved Chronic Care Outcomes with High Use Rates and High Clinician  Satisfaction Rates.
2YQ564QT,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set DGEX5HE7, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Impact of Vaping Prevention Advertisements on US Adolescents: A Randomized Clinical Trial.
XATUXZC5,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set ZBPWT8RC, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,The Temporal Association of the COVID-19 Pandemic and Pediatric Cardiopulmonary Resuscitation Quality and Outcomes.
X7J9NG8M,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set WJWMFQRJ, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Networks for prevention in 19 communities at the start of a large-scale community-based obesity prevention initiative.
CAYHBC44,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set YNAD85P3, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Use of a Geographic Information System to create treatment groups for group-randomized community trials: The Minnesota Heart Health Program.
BVLEIZ2H,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set URUAWZAY, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Survival With Favorable Neurologic Outcome and Quality of Cardiopulmonary Resuscitation Following In-Hospital Cardiac Arrest in Children With Cardiac  Disease Compared With Noncardiac Disease.
QXN2CHIB,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set E8BGTQDI, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Design and rationale of the ""Sedation strategy and cognitive outcome after critical illness in early childhood"" study."
SSNM9DRD,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set ZVIZFQCJ, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Association of CPR simulation program characteristics with simulated and actual performance during paediatric in-hospital cardiac arrest.
I9DQXR3E,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 5KIH2CZ8, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Improving the implementation and sustainment of evidence-based practices in community mental health organizations: a study protocol for a matched-pair  cluster randomized pilot study of the Collaborative Organizational Approach to  Selecting and Tailoring Implementation Strategies (COAST-IS).
Y4PS4QIT,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set PWWEDNNK, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Assessing barriers to providing tobacco use disorder treatment in community mental health settings with a revised version of the Smoking Knowledge,  Attitudes, and Practices (S-KAP) instrument."
FCNX4CVT,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set IWSKLNSK, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,A randomized clinical trial testing two implementation strategies to promote the treatment of tobacco dependence in community mental healthcare.
QWHPR7PA,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 2LUUC2WH, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,The impact of a brief cessation induction intervention for waterpipe tobacco smoking: A pilot randomized clinical trial.
J6N8MZHS,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set F4KF42R4, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Cluster Randomized Pragmatic Clinical Trial Testing Behavioral Economic Implementation Strategies to Improve Tobacco Treatment for Patients With Cancer  Who Smoke.
S7RT34HI,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set WKMKUPTU, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,A Cluster-Randomized Clinical Trial Testing the Effectiveness of the Addressing Tobacco Through Organizational Change Model for Improving the Treatment of  Tobacco Use in Community Mental Health Care: Preliminary Study Feasibility and  Baseline Findings.
DAWAUG53,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set WTLH8PPX, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Implementation of a cluster randomized controlled trial: Identifying student peer leaders to lead E-cigarette interventions.
VQU2MLJH,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set DKMFB69S, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Cluster randomized controlled trial of a mobile market intervention to increase fruit and vegetable intake among adults in lower-income communities in North  Carolina.
KCFTBNXD,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set P3KQJM4H, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Ambiguity in Statistical Analysis Methods and Nonconformity With Prespecified Commitment to Data Sharing in a Cluster Randomized Controlled Trial.
3LF3TY9W,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set D24FD6G2, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,"Automated symptom and treatment side effect monitoring for improved quality of life among adults with diabetic peripheral neuropathy in primary care: a  pragmatic, cluster, randomized, controlled trial."
XL7X4Q6K,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set TUYKW32A, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Moderators and mediators of a digital cognitive behavior therapy-guided self-help intervention for eating disorders: Informing future design efforts.
K3SDIB4E,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set WZJBF75Y, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Implementation fidelity, attitudes, and influence: a novel approach to classifying implementer behavior."
CZXHZ5F2,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set HFCRYZ8E, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Maintenance of Training Effects of Two Models for Implementing Evidence-Based Psychological Treatment.
4D7EX7WA,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 4RJRGIRQ, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Social support and breast cancer screening in rural Appalachia.
XGJ6Z38W,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set VKY7UK64, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,A practical decision tree to support editorial adjudication of submitted parallel cluster randomized controlled trials.
2QVEH4DA,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set CMD8N46A, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Developing an evidence-based program sustainability training curriculum: a group randomized, multi-phase approach."
IA8B39HJ,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set SFJI363E, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,The impact of avocado intake on anthropometric measures among Hispanic/Latino children and adolescents: A cluster randomized controlled trial.
4842MXRJ,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set BDSYFVYJ, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Nutritional Quality of Meals and Snacks Served and Consumed in Family Child Care.
TEFXU38J,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set UPVYYFVQ, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Effects of Different Allotments of Avocados on the Nutritional Status of Families: A Cluster Randomized Controlled Trial.
EMLAU9R2,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 4TRC3UDD, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Improving diabetic patients' adherence to treatment and prevention of cardiovascular disease (Office Guidelines Applied to Practice-IMPACT Study)-a  cluster randomized controlled effectiveness trial.
ZBADI59C,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set NT3UR2AB, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,The Impact of a Healthy Weight Intervention Embedded in a Home-Visiting Program on Children's Weight and Mothers' Feeding Practices.
SCUD3NQX,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set LNWR884A, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Action planning for building public health program sustainability: results from a group-randomized trial.
96PZQHL7,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 4HG9V6HL, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Psychological and behavioral pathways between perceived stress and weight change in a behavioral weight loss intervention.
5266YCKT,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 9HBYKQR8, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Long-term Outcomes of the Effects of Home Blood Pressure Telemonitoring and Pharmacist Management on Blood Pressure Among Adults With Uncontrolled  Hypertension: Follow-up of a Cluster Randomized Clinical Trial.
3H3GT54W,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set GVQJHIGK, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Efficacy of an Enhanced Implementation Strategy to Increase Parent Engagement with a Health Promotion Program in Childcare.
HNTHNNPQ,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set YCFJFHMC, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Contributions of Early Care and Education Programs to Diet Quality in Children Aged 3 to 4 Years in Central North Carolina.
8QE3UFRY,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set KDH4XJIC, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Financial incentives versus standard of care to improve patient compliance with live kidney donor follow-up: protocol for a multi-center, parallel-group  randomized controlled trial."
5VYK75CC,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 3MBN8DIA, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,"Individually randomized trial mislabeled as a cluster-randomized trial. Comment on: ""Effectiveness of wearable technology to optimize youth soccer players'  off-training behaviour and training responses: a cluster-randomized trial""."
CLBTRHLY,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set A9KIMSNR, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Feasibility and Acceptability of a Type 2 Diabetes Prevention Intervention for Mothers and Children at a Federally Qualified Healthcare Center.
FUFP3JNL,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set L2VHUDMD, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Visit Planning Using a Waiting Room Health IT Tool: The Aligning Patients and Providers Randomized Controlled Trial.
7D4LSQQL,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set WPF7MUCV, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Incorrect Analyses of Cluster-Randomized Trials that Do Not Take Clustering and Nesting into Account Likely Lead to p-Values that Are Too Small.
ZS9HPC7S,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 3B8K39D8, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Effect of Clinical Decision Support at Community Health Centers on the Risk of Cardiovascular Disease: A Cluster Randomized Clinical Trial.
LGP8N6G6,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set WCA66X4I, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Design and rationale of an intervention to improve cancer prevention using clinical decision support and shared decision making: A clinic-randomized trial.
3KRFH8XE,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set FEHWGZSQ, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Evaluation of an adapted version of the Diabetes Prevention Program for low- and middle-income countries: A cluster randomized trial to evaluate ""Lifestyle  Africa"" in South Africa."
AL4NSSUI,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set UD8UUMUN, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Does Clinical Decision Support Increase Appropriate Medication Prescribing for Cardiovascular Risk Reduction?
2K6MPX29,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 3SUSMNR7, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,"Prenatal Household Air Pollution Is Associated with Impaired Infant Lung Function with Sex-Specific Effects. Evidence from GRAPHS, a Cluster Randomized Cookstove  Intervention Trial."
T5IM4AH3,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 7M6ST2JQ, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Effect of the School-Based Asthma Care for Teens (SB-ACT) program on asthma morbidity: a 3-arm randomized controlled trial.
LHEJ2FX5,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set IASMJG49, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Adapting and implementing breast cancer follow-up in primary care: protocol for a mixed methods hybrid type 1 effectiveness-implementation cluster randomized  study.
638GS4WW,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 99MJ924A, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,"Prognostic accuracy of patients, caregivers, and oncologists in advanced cancer."
ML28EFGN,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 2RDD8DGI, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Efficacy of Mobile Phone-Delivered Smoking Cessation Interventions for Socioeconomically Disadvantaged Individuals: A Randomized Clinical Trial.
9KXCEXY4,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 8R8U6VMX, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Cluster Randomized Trial for Hypertension Control: Effect on Lifestyles and Body Weight.
HPMCVUYQ,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set FZB8IQSZ, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Cost-Effectiveness of a Comprehensive Approach for Hypertension Control in Low-Income Settings in Argentina: Trial-Based Analysis of the Hypertension  Control Program in Argentina.
4IHUVZLN,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 6QNQDH2P, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Early Emotion Knowledge and Later Academic Achievement Among Children of Color in Historically Disinvested Neighborhoods.
5NR7NMK7,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set ILWWS7LD, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,The Transdiagnostic Intervention for Sleep and Circadian Dysfunction (TranS-C) for serious mental illness in community mental health part 3: study protocol to  evaluate sustainment in a hybrid type 2 effectiveness-implementation  cluster-randomized trial.
XLJ8EEGM,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set C9P63S2B, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Team-focused implementation strategies to improve implementation of mental health screening and referral in rural Children's Advocacy Centers: study protocol for a  pilot cluster randomized hybrid type 2 trial.
CDNDDFVP,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set B9YG8GYQ, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Sustainability via Active Garden Education: The Sustainability Action Plan Model and Process.
LNHMBK89,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set 677HVIFJ, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Decision aids for localized prostate cancer in diverse minority men: Primary outcome results from a multicenter cancer care delivery trial (Alliance  A191402CD).
2SH9H8T4,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set K8TKE6RJ, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"Longitudinal Changes in Allostatic Load during a Randomized Church-based, Lifestyle Intervention in African American Women."
ABTDMI8L,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set ASUUZY3Z, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,"HPV vaccine uptake among daughters of Latinx immigrant mothers: Findings from a cluster randomized controlled trial of a community-based, culturally relevant  intervention."
2RSZ96NM,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set CN8B23MZ, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Effects of a Faith-Based Obesity Intervention on African American and Latino Adults' Children.
C69ZCY8Y,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set FCXQJYSP, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Lessons learned from conducting the first cancer care delivery trial in the Alliance for Clinical Trials in Oncology (Alliance A191402CD).
I7LYX39I,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set EH85EJ36, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Reducing metabolic syndrome through a community-based lifestyle intervention in African American women.
ENWUMAJ6,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set Y9EY4XQ8, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,"Reducing ethnic and racial disparities by improving undertreatment, control, and engagement in blood pressure management with health information technology  (REDUCE-BP) hybrid effectiveness-implementation pragmatic trial: Rationale and  design."
4NCCEB97,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set RKXS5GKB, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Social Determinants of Health as Potential Influencers of a Collaborative Care Intervention for Patients with Hypertension.
PIQT5A3I,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set TEXLFQSL, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Mobile Application-Based Communication Facilitation Platform for Family Members of Critically Ill Patients: A Randomized Clinical Trial.
JSTTSB8E,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set DFJE8ALD, which already carries a human label","matched on DOI, PDF bytes identical",rule,,results/review/02_removed_us_duplicates.csv,Two-year outcomes of Faith in Action/Fe en Acción: a randomized controlled trial of physical activity promotion in Latinas.
CEC5MDFZ,unlabelled,cross_set_duplicate,corpus,"same paper as Human Labelled Set J4BU3EEE, which already carries a human label",matched on DOI,rule,,results/review/02_removed_us_duplicates.csv,Leisure-Time Physical Activity and Characteristics of Social Network Support for Exercise Among Latinas.
D8CQJP9V,human_labelled,validation_internal_duplicate,corpus,"same paper as HPIL7WVW, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, different PDF bytes",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Effect of an Oncology Nurse-Led Primary Palliative Care Intervention on Patients With Advanced Cancer: The CONNECT Cluster Randomized Clinical Trial
UAZFWMQ5,human_labelled,validation_internal_duplicate,corpus,"same paper as VKY7UK64, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, different PDF bytes",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,A practical decision tree to support editorial adjudication of submitted parallel cluster randomized controlled trials
QQ3EW96Q,human_labelled,validation_internal_duplicate,corpus,"same paper as HLQA5RI6, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Teaching Medical Students to Help Patients Manage Their Weight: Outcomes of an Eight-School Randomized Controlled Trial
6EI22ZER,human_labelled,validation_internal_duplicate,corpus,"same paper as DPPC94XT, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, different PDF bytes",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,"Testing the effectiveness of community-engaged citizen science to promote physical activity, foster healthier neighborhood environments, and advance health equity in vulnerable communities: The Steps for Change randomized controlled trial design and methods"
FUSDUXRL,human_labelled,validation_internal_duplicate,corpus,"same paper as NCY67FZ9, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,Changes in Moderate Intensity Physical Activity Are Associated With Better Cognition in the Multilevel Intervention for Physical Activity in Retirement Communities (MIPARC) Study
Y3Z3PR9V,human_labelled,validation_internal_duplicate,corpus,"same paper as XYJLRGVC, fetched from both the NCI and NHLBI Zotero groups; merged into one row","matched on doi/pmid, PDF bytes identical",rule,2026-08-14T16:03:21+00:00,results/review/06_merged_hls_duplicates.csv,"Quality of Communication and Trust in Patients With Serious Illness: An Exploratory Study of the Relationships of Race/Ethnicity, Socioeconomic Status, and Religiosity"
